Database | Timingchain (UnityEngine.GameObject) | Data | Time | 0
KEKMET(350-400psi) | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloY | 0
KEKMET(350-400psi) | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
Database | SteeringWheel (UnityEngine.GameObject) | Data | Time | 0
SATSUMA(557kg) | trigger_bumper_front (UnityEngine.GameObject) | Assembly | InitialAttachForce | 200
KEKMET(350-400psi) | Ignition (UnityEngine.GameObject) | Use | DashVolume | 0
KEKMET(350-400psi) | Ignition (UnityEngine.GameObject) | Use | MouseDelay | 0.4
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Alignment | 8
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Max | 12
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Min | 1
Database | CrankBearing1 (UnityEngine.GameObject) | Data | Time | 0
COTTAGE | BucketTrigger (UnityEngine.GameObject) | Level | Pos | -2.09986
Database | Fanbelt (UnityEngine.GameObject) | Data | Wear | 2
TRAFFIC | BusStopRykipohja (UnityEngine.GameObject) | Stopping | Distance | 1690.923
Database | Flares_spoiler (UnityEngine.GameObject) | Data | Time | 0
Database | Racing Muffler (UnityEngine.GameObject) | Data | Time | 0
SATSUMA(557kg) | block(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | block(Clone) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | block(Clone) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | block(Clone) (UnityEngine.GameObject) | BoltCheck | ForceMax | 1000
SATSUMA(557kg) | block(Clone) (UnityEngine.GameObject) | BoltCheck | ForceMin | -1000
SATSUMA(557kg) | block(Clone) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
SATSUMA(557kg) | block(Clone) (UnityEngine.GameObject) | BoltCheck | X | 0
SATSUMA(557kg) | block(Clone) (UnityEngine.GameObject) | BoltCheck | Y | 0
SATSUMA(557kg) | block(Clone) (UnityEngine.GameObject) | BoltCheck | Z | 0
KEKMET(350-400psi) | PlayerTrigger (UnityEngine.GameObject) | PlayerTrigger | Distance | 0
HAYOSIKO(1500kg) | RadioVolume (UnityEngine.GameObject) | Knob | Rot | 0
HAYOSIKO(1500kg) | RadioVolume (UnityEngine.GameObject) | Knob | Scroll | 0
HAYOSIKO(1500kg) | RadioVolume (UnityEngine.GameObject) | Knob | Tune | 0.08900003
HAYOSIKO(1500kg) | RadioVolume (UnityEngine.GameObject) | Knob | Volume | 0
KEKMET(350-400psi) | RadioVolume (UnityEngine.GameObject) | Knob | Rot | 0
KEKMET(350-400psi) | RadioVolume (UnityEngine.GameObject) | Knob | Scroll | 0
KEKMET(350-400psi) | RadioVolume (UnityEngine.GameObject) | Knob | Tune | 0.07299992
KEKMET(350-400psi) | RadioVolume (UnityEngine.GameObject) | Knob | Volume | 0
SATSUMA(557kg) | Pivot (UnityEngine.GameObject) | FSM | Angle | 0
ITEMS | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
ITEMS | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
ITEMS | Sleep (UnityEngine.GameObject) | Activate | FadeTime | 4
ITEMS | Sleep (UnityEngine.GameObject) | Activate | GameVolume | 0
ITEMS | Sleep (UnityEngine.GameObject) | Activate | Rate | 0
Database | CrankBearing3 (UnityEngine.GameObject) | Data | Time | 0
Database | Front_spoiler (UnityEngine.GameObject) | Data | Time | 0
Database | SteeringRod_FL (UnityEngine.GameObject) | Data | Alignment | 0
Database | Electrics (UnityEngine.GameObject) | Data | Time | 0
Database | Subwoofer_Left (UnityEngine.GameObject) | Data | Time | 0
KEKMET(350-400psi) | OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
KEKMET(350-400psi) | OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
KEKMET(350-400psi) | OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Alignment | 7.5
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Max | 12
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Min | 1
COTTAGE | StoveTrigger (UnityEngine.GameObject) | Steam | Blur | 0
COTTAGE | StoveTrigger (UnityEngine.GameObject) | Steam | CleanEfficiency | 0
COTTAGE | StoveTrigger (UnityEngine.GameObject) | Steam | Heat | 0
COTTAGE | StoveTrigger (UnityEngine.GameObject) | Steam | Math | 0
COTTAGE | StoveTrigger (UnityEngine.GameObject) | Steam | SteamTime | 4
KEKMET(350-400psi) | Speed (UnityEngine.GameObject) | Speed RPM | Speed | 2.345633E-06
HAYOSIKO(1500kg) | Starter (UnityEngine.GameObject) | Starter | FuelLevel | 0
HAYOSIKO(1500kg) | Starter (UnityEngine.GameObject) | Starter | GlowPlugHeatSpeed | 4
HAYOSIKO(1500kg) | Starter (UnityEngine.GameObject) | Starter | PlugHeat | 0
HAYOSIKO(1500kg) | Starter (UnityEngine.GameObject) | Starter | StartTime | 0
HAYOSIKO(1500kg) | Starter (UnityEngine.GameObject) | Starter | VanRPM | 0
COTTAGE | Needle (UnityEngine.GameObject) | Temp | Temp | 33.9984
Database | Tachometer (UnityEngine.GameObject) | Data | RPMSetting | 7500
Database | Crankshaft (UnityEngine.GameObject) | Data | Time | 0
KEKMET(350-400psi) | ParkingBrake (UnityEngine.GameObject) | Brake | Brake | 1
KEKMET(350-400psi) | ParkingBrake (UnityEngine.GameObject) | Brake | Position | 0.2
KEKMET(350-400psi) | ParkingBrake (UnityEngine.GameObject) | Use | KnobPos | 0.2
JONNEZ ES(Clone) | PlayerTrigger (UnityEngine.GameObject) | PlayerTrigger | Distance | 0
Database | ExhaustPipe (UnityEngine.GameObject) | Data | Time | 0
KEKMET(350-400psi) | DiffLock (UnityEngine.GameObject) | Use | LeverPos | 0
KEKMET(350-400psi) | Range (UnityEngine.GameObject) | Use | RangeFast | 4
KEKMET(350-400psi) | Range (UnityEngine.GameObject) | Use | RangeSlow | 8
Database | WheelSpokeRR (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
Database | WheelSpokeRR (UnityEngine.GameObject) | Data | SettingTireRadius | 0
Database | WheelSpokeRR (UnityEngine.GameObject) | Data | SettingTireWidth | 0
Database | WheelHayosikoFL (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
Database | WheelHayosikoFL (UnityEngine.GameObject) | Data | SettingTireRadius | 0
Database | WheelHayosikoFL (UnityEngine.GameObject) | Data | SettingTireWidth | 0
KEKMET(350-400psi) | Starter (UnityEngine.GameObject) | Starter | FuelLevel | 0
KEKMET(350-400psi) | Starter (UnityEngine.GameObject) | Starter | GlowPlugHeatSpeed | 120
KEKMET(350-400psi) | Starter (UnityEngine.GameObject) | Starter | PlugHeat | 25
KEKMET(350-400psi) | Starter (UnityEngine.GameObject) | Starter | StartTime | 0
GIFU(750/450psi) | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | MinimumRequiredVelocity | 0.15
GIFU(750/450psi) | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | Speed | 0
GIFU(750/450psi) | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloX | 0
GIFU(750/450psi) | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloY | 0
GIFU(750/450psi) | DriveTrigger (UnityEngine.GameObject) | PlayerTrigger | VeloZ | 0
GUI | Pivot (UnityEngine.GameObject) | Scale | Scale | 0.1562
KEKMET(350-400psi) | Throttle (UnityEngine.GameObject) | Use | LeverPos | 0
KEKMET(350-400psi) | Throttle (UnityEngine.GameObject) | Use | RPM | 0
KEKMET(350-400psi) | Throttle (UnityEngine.GameObject) | Use | Throttle | 0
YARD | StoveTrigger (UnityEngine.GameObject) | Steam | Blur | 0
YARD | StoveTrigger (UnityEngine.GameObject) | Steam | CleanEfficiency | 0
YARD | StoveTrigger (UnityEngine.GameObject) | Steam | Heat | 0
YARD | StoveTrigger (UnityEngine.GameObject) | Steam | Math | 0
YARD | StoveTrigger (UnityEngine.GameObject) | Steam | SteamTime | 4
KEKMET(350-400psi) | FrontHyd (UnityEngine.GameObject) | Use | GlobalY | 90.00143
KEKMET(350-400psi) | FrontHyd (UnityEngine.GameObject) | Use | LeverPos | 1
KEKMET(350-400psi) | FrontHyd (UnityEngine.GameObject) | Use | Rot | -40
Database | WheelRacingRR (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
Database | WheelRacingRR (UnityEngine.GameObject) | Data | SettingTireRadius | 0
Database | WheelRacingRR (UnityEngine.GameObject) | Data | SettingTireWidth | 0
Database | WheelRacingFR (UnityEngine.GameObject) | Data | SettingRimRadius | 0.175
Database | WheelRacingFR (UnityEngine.GameObject) | Data | SettingTireRadius | 0
Database | WheelRacingFR (UnityEngine.GameObject) | Data | SettingTireWidth | 0
YARD | Needle (UnityEngine.GameObject) | Temp | Temp | 160.548
SATSUMA(557kg) | wheelRL (UnityEngine.GameObject) | SetGrip | GripForward | 1.15
SATSUMA(557kg) | wheelRL (UnityEngine.GameObject) | SetGrip | GripSideways | 1.15
SATSUMA(557kg) | wheelRL (UnityEngine.GameObject) | Data | GripForward | 1.15
SATSUMA(557kg) | wheelRL (UnityEngine.GameObject) | Data | GripSideways | 1.15
BOAT | FuelTank (UnityEngine.GameObject) | Data | FuelLevel | 2.023726
BOAT | FuelTank (UnityEngine.GameObject) | Data | MaxCapacity | 4
HAYOSIKO(1500kg) | coll (UnityEngine.GameObject) | Use | RayDistance | 1.5
Database | Window_Grille (UnityEngine.GameObject) | Data | Time | 0
YARD | ButtonPower (UnityEngine.GameObject) | Screw | MaxHeat | 0.5
YARD | ButtonPower (UnityEngine.GameObject) | Screw | Rot | 150
YARD | ButtonPower (UnityEngine.GameObject) | Screw | ScrewAmount | 15
YARD | ButtonPower (UnityEngine.GameObject) | Screw | Scroll | 0
Database | Camshaft (UnityEngine.GameObject) | Data | Time | 0
ITEMS | lift (UnityEngine.GameObject) | CheckLift | Y | 0.04000002
ITEMS | lift (UnityEngine.GameObject) | Movement | Curve | 0.1000001
ITEMS | lift (UnityEngine.GameObject) | Movement | CurveValue | 0.1900001
ITEMS | lift (UnityEngine.GameObject) | Movement | Pos | 0.04000002
ITEMS | lift (UnityEngine.GameObject) | Movement | Pos2 | 0.02000001
ITEMS | lift (UnityEngine.GameObject) | Movement | Pos3 | 0.01000001
ITEMS | lift (UnityEngine.GameObject) | Movement | Pos4 | 0.001900002
Database | Sparkplug2 (UnityEngine.GameObject) | Data | Time | 0
MAP | 1 (UnityEngine.GameObject) | LOD | Distance | 1961.272
MAP | 1 (UnityEngine.GameObject) | LOD | LOD | 600
YARD | CrouchTrigger (UnityEngine.GameObject) | PlayerTrigger | Multiplier | 0
YARD | CrouchTrigger (UnityEngine.GameObject) | PlayerTrigger | Temp | 0
Database | Radiator (UnityEngine.GameObject) | Data | Usage | 0
Database | Radiator (UnityEngine.GameObject) | Data | Water | 0
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearAlternator | 99.86782
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearCrankshaft | 99.86057
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearGearbox | 99.8622
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearHeadgasket | 99.78703
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearPiston1 | 99.86057
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearPiston2 | 99.86057
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearPiston3 | 99.86057
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearPiston4 | 99.86057
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearRockershaft | 99.86057
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearStarter | 99.64989
SATSUMA(557kg) | MechanicalWear (UnityEngine.GameObject) | Data | WearWaterpump | 99.90371
GIFU(750/450psi) | FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | Tire1pos | -0.0943619
GIFU(750/450psi) | FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | Tire2pos | -0.09560299
GIFU(750/450psi) | FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | TireAngle | -0.03555455
GIFU(750/450psi) | FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | Travel | 0.001241088
GIFU(750/450psi) | FrontIK_1 (UnityEngine.GameObject) | CalculateAngle | Wheelbase | 2
NPC_CARS | FromEngine (UnityEngine.GameObject) | ExhaustSound | Emission | 0
NPC_CARS | FromEngine (UnityEngine.GameObject) | ExhaustSound | RPM | 2177.996
NPC_CARS | FromEngine (UnityEngine.GameObject) | ExhaustSound | RPM2 | 0
NPC_CARS | FromEngine (UnityEngine.GameObject) | ExhaustSound | Throttle | 0
NPC_CARS | FromEngine (UnityEngine.GameObject) | ExhaustSound | Velocity | 6.701525
BOAT | OpenCap (UnityEngine.GameObject) | Screw | Rot | 359
BOAT | OpenCap (UnityEngine.GameObject) | Screw | ScrewAmount | 33
BOAT | OpenCap (UnityEngine.GameObject) | Screw | Scroll | 0
Database | Oilfilter (UnityEngine.GameObject) | Data | Time | 0
TRAFFIC | TriggerIn (UnityEngine.GameObject) | Trigger | Distance | 0
COTTAGE | COTTAGE (UnityEngine.GameObject) | LOD | Distance | 977.7809
COTTAGE | COTTAGE (UnityEngine.GameObject) | LOD | LOD | 300
SATSUMA(557kg) | SpeakerBass (UnityEngine.GameObject) | Settings | DistortionLevel | 0.5
SATSUMA(557kg) | SpeakerBass (UnityEngine.GameObject) | Settings | Volume | 1
BOAT | Audio (UnityEngine.GameObject) | Sound Engine | Fuel | 0
BOAT | Audio (UnityEngine.GameObject) | Sound Engine | RPM | 400
BOAT | Audio (UnityEngine.GameObject) | Sound Engine | Rate1 | 0.5
BOAT | Audio (UnityEngine.GameObject) | Sound Engine | Rate2 | -0.09999999
JOBS | PlayerShitTrigger (UnityEngine.GameObject) | Death | Distance | 0
HAYOSIKO(1500kg) | FuelTank (UnityEngine.GameObject) | Data | FuelLevel | 29.8915
HAYOSIKO(1500kg) | FuelTank (UnityEngine.GameObject) | Data | Mass | 33.8915
HAYOSIKO(1500kg) | FuelTank (UnityEngine.GameObject) | Data | MaxCapacity | 40
Database | Seat_Passenger (UnityEngine.GameObject) | Data | Time | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | steering column(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | steering column(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 10
SATSUMA(557kg) | steering column(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 16
SATSUMA(557kg) | Starter (UnityEngine.GameObject) | UseNew | DashVolume | 0
SATSUMA(557kg) | Starter (UnityEngine.GameObject) | UseNew | MouseDelay | 0.4
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | fuel strainer(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | fuel strainer(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
SATSUMA(557kg) | fuel strainer(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | fuel strainer(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | headlight(leftx) (UnityEngine.GameObject) | Removal | Mass | 1
SATSUMA(557kg) | headlight(leftx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | headlight(leftx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | headlight(leftx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | headlight(leftx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
JOBS | NPC (UnityEngine.GameObject) | LOD | Distance | 1973.825
JOBS | HumanCollider (UnityEngine.GameObject) | PlayerHit | RayDistance | 1
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | gear stick(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | gear stick(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 6
SATSUMA(557kg) | gear stick(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | steering rack(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | steering rack(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 24
SATSUMA(557kg) | steering rack(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 32
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | radiator hose1(xxxxx) (UnityEngine.GameObject) | Removal | Mass | 1
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | drumbrake rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | drumbrake rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | drumbrake rr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | spindle fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | spindle fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 2
SATSUMA(557kg) | spindle fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | spindle fl(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | rearlight(right) (UnityEngine.GameObject) | Removal | Mass | 1
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | headlight(right) (UnityEngine.GameObject) | Removal | Mass | 1
SATSUMA(557kg) | headlight(right) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | headlight(right) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | headlight(right) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | headlight(right) (UnityEngine.GameObject) | BoltCheck | Tightness | 10000
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | steering rod fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | steering rod fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | steering rod fr(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 8
SATSUMA(557kg) | alignment_fr (UnityEngine.GameObject) | Screw | Alignment | 0
SATSUMA(557kg) | alignment_fr (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | alignment_fr (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | BoltSize | 0
SATSUMA(557kg) | BoltPM (UnityEngine.GameObject) | Screw | Scroll | 0
SATSUMA(557kg) | gear linkage(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedNO | 0
SATSUMA(557kg) | gear linkage(xxxxx) (UnityEngine.GameObject) | BoltCheck | BoltedYES | 8
SATSUMA(557kg) | gear linkage(xxxxx) (UnityEngine.GameObject) | BoltCheck | Chance | 0
SATSUMA(557kg) | gear linkage(xxxxx) (UnityEngine.GameObject) | BoltCheck | Tightness | 24
NPC_CARS | Navigation (UnityEngine.GameObject) | Navigation | Distance | 11.34656
